X_实时推理GPU需求_等效GPU,Y_实时推理执行时长_分钟,X_批量推理GPU需求_等效GPU,Y_批量推理执行时长_分钟,X_AI训练GPU需求_等效GPU,Y_AI训练执行时长_分钟
1,196,5.0,135.0,71.0,38.0
1,35,10.0,397.0,50.0,168.0
6,364,23.0,394.0,65.0,197.0
5,217,12.0,41.0,53.0,373.0
2,38,4.0,27.0,79.0,256.0
1,269,20.0,142.0,103.0,346.0
4,88,10.0,332.0,85.0,292.0
5,335,7.0,149.0,104.0,105.0
5,298,23.0,332.0,59.0,166.0
2,278,13.0,193.0,123.0,95.0
4,66,18.0,395.0,90.0,361.0
7,366,12.0,148.0,23.0,140.0
4,261,8.0,29.0,105.0,212.0
1,315,17.0,53.0,122.0,312.0
2,397,20.0,262.0,91.0,259.0
2,149,17.0,275.0,59.0,136.0
1,263,16.0,30.0,55.0,209.0
3,394,15.0,73.0,110.0,157.0
6,189,6.0,11.0,126.0,184.0
4,75,8.0,117.0,109.0,82.0
5,27,6.0,325.0,92.0,295.0
7,157,19.0,229.0,83.0,369.0
6,345,14.0,74.0,73.0,103.0
3,389,4.0,192.0,107.0,227.0
5,315,15.0,308.0,116.0,257.0
6,186,21.0,141.0,79.0,351.0
7,93,23.0,63.0,101.0,164.0
6,377,5.0,195.0,81.0,160.0
6,384,4.0,152.0,54.0,370.0
5,173,7.0,51.0,51.0,393.0
7,270,10.0,351.0,66.0,281.0
3,114,7.0,163.0,91.0,51.0
6,347,14.0,328.0,53.0,233.0
1,149,5.0,137.0,77.0,183.0
7,362,7.0,259.0,111.0,11.0
4,231,10.0,117.0,96.0,83.0
5,310,19.0,152.0,37.0,315.0
1,72,6.0,227.0,76.0,393.0
7,67,7.0,345.0,71.0,300.0
1,195,16.0,148.0,26.0,347.0
7,296,6.0,81.0,39.0,383.0
2,231,16.0,300.0,80.0,120.0
6,255,13.0,88.0,87.0,26.0
7,301,22.0,66.0,21.0,321.0
3,120,5.0,17.0,81.0,157.0
4,125,8.0,36.0,79.0,104.0
6,21,23.0,126.0,125.0,106.0
3,339,16.0,103.0,65.0,357.0
6,124,8.0,252.0,22.0,348.0
1,155,6.0,191.0,122.0,77.0
7,227,11.0,234.0,29.0,121.0
7,304,10.0,43.0,86.0,234.0
5,362,18.0,327.0,75.0,58.0
6,185,17.0,162.0,41.0,232.0
7,217,9.0,75.0,26.0,214.0
1,46,21.0,81.0,49.0,362.0
5,215,12.0,54.0,30.0,362.0
1,34,7.0,205.0,47.0,116.0
6,107,17.0,314.0,103.0,141.0
3,335,22.0,353.0,105.0,204.0
1,299,12.0,263.0,76.0,183.0
6,189,23.0,105.0,91.0,39.0
6,13,17.0,48.0,68.0,74.0
3,288,23.0,228.0,94.0,317.0
4,144,17.0,258.0,17.0,59.0
6,113,16.0,220.0,102.0,229.0
5,60,6.0,278.0,101.0,330.0
2,309,11.0,363.0,29.0,96.0
5,273,15.0,296.0,27.0,133.0
4,131,7.0,227.0,45.0,390.0
6,345,9.0,317.0,78.0,285.0
5,280,16.0,48.0,45.0,63.0
4,319,14.0,379.0,122.0,83.0
1,20,4.0,169.0,56.0,386.0
7,48,15.0,392.0,110.0,255.0
2,281,10.0,382.0,105.0,340.0
5,269,6.0,119.0,101.0,287.0
2,42,12.0,362.0,19.0,202.0
6,375,23.0,198.0,47.0,229.0
7,165,11.0,310.0,77.0,133.0
4,28,5.0,235.0,58.0,21.0
6,339,6.0,399.0,86.0,134.0
3,267,21.0,182.0,99.0,107.0
4,169,22.0,39.0,95.0,288.0
3,137,4.0,145.0,119.0,337.0
2,178,7.0,370.0,64.0,312.0
2,149,14.0,184.0,21.0,35.0
5,41,16.0,97.0,119.0,186.0
3,325,19.0,235.0,94.0,107.0
3,395,16.0,320.0,84.0,77.0
5,220,8.0,181.0,57.0,193.0
5,45,8.0,153.0,60.0,268.0
1,189,11.0,278.0,86.0,88.0
6,138,10.0,390.0,114.0,350.0
4,244,12.0,293.0,84.0,61.0
4,195,10.0,179.0,107.0,355.0
2,361,10.0,131.0,85.0,312.0
1,171,10.0,102.0,86.0,228.0
3,336,5.0,273.0,65.0,192.0
6,243,17.0,375.0,68.0,389.0
6,253,6.0,381.0,120.0,270.0
3,206,11.0,347.0,50.0,99.0
2,166,10.0,386.0,59.0,261.0
6,199,16.0,296.0,40.0,109.0
3,69,7.0,123.0,104.0,227.0
1,182,6.0,258.0,51.0,357.0
3,328,15.0,190.0,88.0,190.0
7,327,4.0,221.0,22.0,93.0
3,201,14.0,249.0,16.0,285.0
7,260,22.0,97.0,69.0,104.0
7,83,15.0,134.0,83.0,42.0
3,59,7.0,241.0,93.0,264.0
7,202,19.0,328.0,37.0,397.0
1,369,11.0,281.0,50.0,380.0
1,277,23.0,387.0,61.0,245.0
3,229,19.0,203.0,19.0,365.0
4,25,17.0,35.0,76.0,245.0
3,52,23.0,106.0,70.0,281.0
4,398,22.0,136.0,90.0,164.0
4,303,22.0,347.0,60.0,329.0
5,233,4.0,369.0,49.0,86.0
5,368,4.0,205.0,67.0,281.0
1,25,21.0,224.0,103.0,337.0
2,209,22.0,398.0,44.0,226.0
6,57,22.0,364.0,34.0,72.0
4,52,19.0,350.0,39.0,38.0
7,163,23.0,131.0,86.0,157.0
3,347,4.0,39.0,68.0,249.0
4,81,6.0,197.0,80.0,365.0
2,41,12.0,319.0,33.0,371.0
2,216,7.0,366.0,34.0,57.0
7,210,9.0,311.0,57.0,222.0
2,372,14.0,118.0,55.0,244.0
1,382,11.0,227.0,30.0,46.0
1,35,17.0,382.0,43.0,212.0
3,19,22.0,307.0,72.0,254.0
4,343,21.0,339.0,72.0,77.0
3,80,6.0,226.0,28.0,194.0
4,25,17.0,280.0,97.0,318.0
2,223,4.0,279.0,106.0,396.0
2,332,13.0,104.0,38.0,143.0
7,83,8.0,17.0,25.0,165.0
4,60,6.0,292.0,28.0,246.0
3,84,22.0,316.0,80.0,223.0
1,51,11.0,271.0,53.0,102.0
5,356,11.0,132.0,81.0,371.0
4,223,9.0,396.0,29.0,37.0
6,206,22.0,108.0,87.0,255.0
4,69,23.0,179.0,68.0,79.0
3,25,22.0,226.0,65.0,280.0
6,10,7.0,179.0,76.0,278.0
4,39,15.0,204.0,21.0,308.0
1,37,20.0,298.0,46.0,361.0
3,210,4.0,156.0,21.0,235.0
2,384,7.0,201.0,106.0,61.0
2,325,5.0,193.0,98.0,76.0
5,364,22.0,361.0,36.0,13.0
4,391,9.0,210.0,58.0,328.0
2,171,17.0,35.0,44.0,282.0
6,185,6.0,77.0,35.0,78.0
1,168,16.0,30.0,94.0,340.0
7,136,4.0,292.0,108.0,228.0
1,263,8.0,279.0,80.0,299.0
6,247,10.0,106.0,70.0,156.0
6,154,5.0,14.0,53.0,382.0
6,310,18.0,51.0,40.0,62.0
5,101,16.0,393.0,34.0,76.0
6,379,4.0,42.0,70.0,32.0
7,322,15.0,224.0,77.0,109.0
2,366,16.0,206.0,82.0,21.0
6,286,19.0,177.0,87.0,35.0
3,141,19.0,393.0,65.0,212.0
4,383,23.0,100.0,94.0,213.0
2,196,21.0,303.0,97.0,364.0
5,64,13.0,301.0,71.0,168.0
2,325,11.0,60.0,83.0,110.0
3,382,21.0,36.0,25.0,131.0
2,83,11.0,294.0,92.0,366.0
1,396,6.0,89.0,66.0,349.0
6,39,23.0,336.0,85.0,232.0
1,345,11.0,321.0,80.0,262.0
5,142,17.0,152.0,92.0,177.0
3,213,12.0,340.0,120.0,258.0
6,293,7.0,331.0,19.0,12.0
3,94,19.0,142.0,89.0,171.0
7,189,9.0,336.0,19.0,387.0
5,187,21.0,76.0,27.0,271.0
6,40,22.0,230.0,23.0,27.0
1,331,13.0,98.0,38.0,25.0
2,381,10.0,399.0,46.0,386.0
1,356,13.0,158.0,117.0,251.0
2,167,9.0,121.0,59.0,311.0
7,184,15.0,388.0,122.0,391.0
2,56,10.0,100.0,42.0,377.0
2,228,8.0,124.0,80.0,87.0
4,25,12.0,63.0,101.0,80.0
4,225,10.0,340.0,53.0,24.0
1,266,20.0,218.0,54.0,374.0
6,68,12.0,276.0,37.0,263.0
4,340,21.0,152.0,34.0,18.0
4,33,14.0,300.0,16.0,358.0
6,195,7.0,251.0,122.0,280.0
1,235,10.0,131.0,52.0,23.0
1,310,18.0,363.0,24.0,189.0
1,227,16.0,201.0,110.0,321.0
1,189,15.0,389.0,16.0,228.0
5,208,5.0,269.0,28.0,374.0
7,163,6.0,338.0,70.0,262.0
2,297,11.0,239.0,73.0,74.0
5,94,18.0,77.0,43.0,22.0
2,378,11.0,26.0,120.0,158.0
3,84,6.0,291.0,52.0,387.0
7,302,6.0,337.0,121.0,253.0
5,281,4.0,145.0,27.0,300.0
2,13,9.0,372.0,73.0,140.0
2,61,18.0,93.0,33.0,93.0
5,369,15.0,265.0,96.0,53.0
1,65,17.0,231.0,109.0,49.0
3,346,6.0,277.0,51.0,182.0
4,181,4.0,163.0,66.0,396.0
6,94,23.0,285.0,43.0,301.0
5,345,22.0,71.0,114.0,384.0
3,195,18.0,189.0,42.0,380.0
6,269,10.0,289.0,109.0,24.0
7,235,15.0,124.0,34.0,152.0
3,171,23.0,87.0,66.0,218.0
2,214,21.0,72.0,55.0,296.0
1,88,5.0,356.0,68.0,289.0
4,147,8.0,140.0,108.0,65.0
4,376,12.0,119.0,105.0,371.0
2,145,18.0,240.0,87.0,218.0
2,116,16.0,316.0,21.0,340.0
6,87,9.0,273.0,127.0,31.0
7,390,4.0,180.0,21.0,329.0
4,395,23.0,373.0,23.0,207.0
3,270,8.0,255.0,114.0,172.0
2,53,13.0,396.0,69.0,82.0
5,339,21.0,53.0,77.0,221.0
7,249,8.0,84.0,96.0,347.0
3,175,14.0,239.0,60.0,162.0
5,298,19.0,363.0,110.0,66.0
4,335,14.0,335.0,89.0,169.0
6,136,8.0,59.0,55.0,101.0
3,142,4.0,333.0,75.0,19.0
7,239,5.0,124.0,45.0,153.0
7,313,23.0,121.0,59.0,279.0
7,344,22.0,248.0,75.0,11.0
2,284,13.0,250.0,38.0,222.0
2,299,14.0,335.0,41.0,124.0
1,133,12.0,280.0,51.0,238.0
2,128,16.0,123.0,112.0,100.0
3,375,20.0,203.0,19.0,226.0
3,389,21.0,114.0,108.0,342.0
6,255,22.0,361.0,91.0,185.0
7,58,19.0,364.0,38.0,314.0
1,70,7.0,275.0,45.0,107.0
5,42,18.0,188.0,45.0,160.0
5,191,8.0,159.0,37.0,267.0
2,394,12.0,169.0,54.0,251.0
1,336,17.0,347.0,44.0,26.0
6,326,20.0,149.0,102.0,18.0
2,31,14.0,186.0,76.0,212.0
2,297,19.0,256.0,63.0,261.0
6,283,6.0,358.0,107.0,114.0
7,283,19.0,177.0,46.0,234.0
6,168,9.0,76.0,50.0,80.0
3,204,6.0,105.0,111.0,321.0
6,283,17.0,64.0,50.0,255.0
7,229,9.0,366.0,126.0,25.0
1,198,13.0,383.0,36.0,35.0
5,63,5.0,210.0,123.0,285.0
6,211,22.0,361.0,81.0,308.0
6,368,4.0,174.0,111.0,335.0
6,167,14.0,63.0,17.0,276.0
1,154,11.0,276.0,43.0,125.0
1,139,15.0,379.0,24.0,274.0
2,60,4.0,239.0,35.0,102.0
4,288,23.0,123.0,121.0,335.0
4,286,22.0,87.0,79.0,315.0
7,201,20.0,219.0,80.0,192.0
6,87,13.0,301.0,73.0,72.0
2,334,8.0,312.0,74.0,135.0
2,231,23.0,394.0,124.0,227.0
4,246,16.0,232.0,69.0,43.0
6,80,20.0,34.0,58.0,59.0
7,45,11.0,168.0,23.0,163.0
2,32,4.0,249.0,124.0,123.0
4,42,11.0,319.0,75.0,391.0
6,31,16.0,54.0,37.0,34.0
5,353,16.0,134.0,126.0,160.0
5,178,11.0,90.0,97.0,209.0
1,68,5.0,384.0,118.0,258.0
2,64,7.0,309.0,20.0,186.0
5,56,15.0,14.0,117.0,167.0
4,121,14.0,60.0,81.0,391.0
5,86,9.0,262.0,72.0,39.0
7,132,8.0,344.0,44.0,182.0
2,19,10.0,90.0,85.0,200.0
6,268,13.0,274.0,25.0,242.0
2,125,8.0,40.0,113.0,157.0
1,292,10.0,166.0,88.0,224.0
3,160,14.0,65.0,123.0,329.0
6,335,13.0,398.0,70.0,258.0
5,40,21.0,344.0,121.0,339.0
5,323,15.0,262.0,77.0,61.0
6,134,22.0,310.0,33.0,84.0
2,110,13.0,78.0,103.0,117.0
2,90,14.0,219.0,83.0,285.0
7,331,13.0,134.0,74.0,216.0
6,90,23.0,77.0,122.0,357.0
7,44,5.0,130.0,35.0,81.0
2,296,23.0,230.0,49.0,300.0
3,236,16.0,48.0,56.0,237.0
7,230,22.0,103.0,111.0,57.0
1,381,23.0,105.0,119.0,319.0
3,113,5.0,206.0,106.0,362.0
3,313,18.0,180.0,112.0,338.0
1,323,21.0,153.0,58.0,195.0
7,392,14.0,381.0,72.0,258.0
5,284,13.0,241.0,58.0,328.0
2,392,4.0,205.0,58.0,150.0
7,316,19.0,75.0,126.0,170.0
5,148,8.0,146.0,87.0,339.0
7,218,9.0,92.0,103.0,357.0
3,274,12.0,272.0,46.0,310.0
1,355,10.0,83.0,97.0,280.0
3,243,9.0,280.0,43.0,293.0
1,188,15.0,360.0,55.0,352.0
1,192,6.0,385.0,41.0,283.0
3,315,22.0,376.0,112.0,391.0
7,168,22.0,228.0,38.0,324.0
7,367,12.0,295.0,116.0,109.0
5,223,23.0,92.0,92.0,90.0
4,384,23.0,187.0,19.0,396.0
4,356,7.0,336.0,18.0,47.0
3,105,19.0,119.0,117.0,296.0
3,243,16.0,234.0,87.0,293.0
1,325,13.0,315.0,104.0,381.0
3,207,4.0,22.0,58.0,356.0
3,130,11.0,216.0,118.0,349.0
2,142,18.0,224.0,28.0,19.0
5,78,12.0,235.0,28.0,231.0
6,244,8.0,136.0,21.0,21.0
7,269,5.0,64.0,57.0,294.0
3,330,12.0,220.0,35.0,260.0
7,30,22.0,19.0,48.0,125.0
3,19,20.0,363.0,30.0,50.0
3,52,5.0,136.0,36.0,128.0
2,189,9.0,127.0,116.0,151.0
7,385,21.0,351.0,81.0,33.0
4,257,13.0,177.0,93.0,266.0
4,149,14.0,42.0,61.0,84.0
7,118,6.0,315.0,86.0,383.0
5,205,22.0,151.0,26.0,91.0
4,310,11.0,359.0,30.0,261.0
5,243,14.0,386.0,94.0,245.0
6,258,6.0,179.0,57.0,134.0
1,236,21.0,234.0,121.0,24.0
6,261,19.0,130.0,48.0,396.0
6,143,7.0,292.0,16.0,115.0
1,75,22.0,370.0,28.0,368.0
3,332,5.0,279.0,17.0,128.0
5,109,20.0,189.0,98.0,374.0
2,377,10.0,14.0,94.0,130.0
3,50,19.0,167.0,99.0,135.0
4,303,15.0,346.0,26.0,83.0
2,338,5.0,121.0,120.0,53.0
4,83,6.0,164.0,40.0,139.0
2,320,10.0,86.0,68.0,369.0
2,343,23.0,34.0,93.0,44.0
2,252,8.0,306.0,41.0,216.0
7,260,15.0,172.0,30.0,371.0
2,218,7.0,315.0,112.0,118.0
1,373,15.0,15.0,37.0,99.0
6,305,15.0,318.0,18.0,38.0
4,185,19.0,350.0,114.0,71.0
1,49,10.0,238.0,38.0,312.0
2,345,12.0,161.0,71.0,29.0
7,13,10.0,293.0,83.0,361.0
3,289,18.0,340.0,77.0,262.0
3,244,4.0,60.0,19.0,382.0
6,158,20.0,324.0,67.0,291.0
7,366,5.0,100.0,62.0,368.0
4,200,12.0,348.0,125.0,110.0
4,243,16.0,351.0,55.0,168.0
7,394,19.0,383.0,21.0,91.0
6,23,9.0,176.0,82.0,332.0
6,91,15.0,76.0,61.0,190.0
2,289,7.0,51.0,127.0,366.0
5,43,10.0,341.0,36.0,107.0
5,297,11.0,166.0,95.0,157.0
7,358,16.0,187.0,118.0,342.0
4,115,7.0,267.0,105.0,294.0
1,272,6.0,382.0,32.0,326.0
6,287,9.0,396.0,115.0,321.0
4,203,19.0,126.0,126.0,311.0
5,26,11.0,88.0,33.0,142.0
4,146,21.0,214.0,40.0,166.0
6,45,9.0,193.0,69.0,181.0
1,209,13.0,334.0,115.0,262.0
2,358,17.0,217.0,76.0,223.0
5,99,15.0,317.0,91.0,171.0
5,49,4.0,336.0,32.0,384.0
3,22,18.0,256.0,55.0,224.0
2,57,21.0,116.0,66.0,202.0
7,246,4.0,156.0,94.0,33.0
3,155,8.0,67.0,76.0,62.0
2,235,18.0,315.0,16.0,19.0
4,170,7.0,289.0,66.0,291.0
7,264,20.0,41.0,48.0,347.0
1,111,10.0,36.0,116.0,31.0
6,379,5.0,82.0,108.0,28.0
5,317,7.0,137.0,123.0,176.0
2,148,11.0,258.0,105.0,307.0
4,29,19.0,362.0,29.0,248.0
3,96,19.0,89.0,63.0,326.0
2,98,10.0,118.0,103.0,360.0
5,256,7.0,35.0,77.0,277.0
4,189,14.0,290.0,121.0,281.0
3,340,5.0,101.0,107.0,344.0
3,179,7.0,24.0,97.0,60.0
5,241,16.0,113.0,54.0,113.0
3,46,7.0,263.0,61.0,350.0
2,165,23.0,363.0,70.0,210.0
1,125,5.0,296.0,48.0,285.0
6,162,7.0,44.0,61.0,328.0
3,106,9.0,145.0,99.0,244.0
6,191,7.0,231.0,113.0,50.0
4,26,10.0,45.0,37.0,378.0
6,221,10.0,30.0,20.0,298.0
6,190,15.0,307.0,81.0,217.0
5,169,10.0,199.0,57.0,114.0
6,334,9.0,193.0,101.0,352.0
1,325,18.0,213.0,107.0,81.0
4,378,12.0,43.0,121.0,61.0
7,49,6.0,177.0,49.0,291.0
4,131,9.0,247.0,71.0,286.0
5,324,20.0,394.0,76.0,62.0
2,280,20.0,58.0,45.0,92.0
7,73,13.0,291.0,17.0,71.0
5,313,11.0,326.0,42.0,305.0
5,75,15.0,42.0,107.0,303.0
5,218,9.0,302.0,96.0,266.0
7,39,4.0,20.0,39.0,242.0
4,275,13.0,206.0,56.0,131.0
6,293,4.0,372.0,51.0,181.0
1,77,10.0,296.0,37.0,283.0
6,342,7.0,290.0,110.0,246.0
3,344,14.0,62.0,60.0,14.0
1,166,8.0,52.0,99.0,355.0
4,380,6.0,56.0,34.0,345.0
3,100,8.0,370.0,42.0,154.0
7,37,15.0,200.0,69.0,354.0
3,382,20.0,132.0,24.0,330.0
7,109,20.0,388.0,106.0,241.0
7,167,15.0,122.0,125.0,322.0
2,271,5.0,42.0,43.0,208.0
6,152,22.0,390.0,95.0,305.0
2,237,14.0,145.0,19.0,342.0
5,365,12.0,54.0,90.0,311.0
7,195,18.0,301.0,55.0,398.0
1,142,7.0,236.0,53.0,53.0
1,75,6.0,83.0,94.0,73.0
3,172,11.0,356.0,115.0,295.0
1,93,22.0,278.0,74.0,136.0
5,44,17.0,267.0,84.0,161.0
5,320,19.0,293.0,40.0,317.0
2,291,23.0,102.0,73.0,170.0
7,368,21.0,318.0,36.0,191.0
2,225,5.0,294.0,124.0,321.0
6,123,22.0,386.0,93.0,103.0
6,241,19.0,57.0,96.0,11.0
2,110,13.0,191.0,99.0,97.0
2,305,11.0,131.0,48.0,359.0
6,273,23.0,15.0,125.0,261.0
4,386,14.0,317.0,88.0,385.0
1,50,13.0,176.0,122.0,105.0
4,196,22.0,301.0,125.0,65.0
3,233,23.0,78.0,36.0,119.0
5,83,19.0,331.0,125.0,77.0
7,224,16.0,36.0,32.0,180.0
7,364,6.0,163.0,82.0,68.0
4,367,4.0,272.0,28.0,317.0
7,226,12.0,11.0,77.0,360.0
6,384,20.0,148.0,56.0,219.0
7,10,18.0,196.0,68.0,313.0
7,43,7.0,76.0,85.0,52.0
6,215,20.0,82.0,116.0,394.0
5,74,4.0,235.0,102.0,181.0
2,315,8.0,371.0,61.0,352.0
1,268,17.0,190.0,84.0,317.0
2,51,11.0,129.0,90.0,215.0
1,255,14.0,276.0,77.0,61.0
6,156,8.0,347.0,66.0,118.0
1,378,16.0,288.0,125.0,147.0
4,237,19.0,389.0,105.0,216.0
5,320,17.0,313.0,63.0,269.0
1,366,14.0,354.0,21.0,392.0
3,242,12.0,327.0,88.0,132.0
2,334,19.0,363.0,54.0,219.0
1,149,14.0,323.0,91.0,276.0
5,24,20.0,30.0,113.0,285.0
4,152,17.0,62.0,52.0,338.0
2,243,8.0,387.0,127.0,73.0
1,280,18.0,357.0,104.0,357.0
7,262,17.0,108.0,61.0,30.0
5,42,12.0,112.0,90.0,50.0
4,248,21.0,304.0,53.0,391.0
7,146,18.0,136.0,114.0,34.0
4,168,10.0,36.0,19.0,371.0
2,184,18.0,76.0,78.0,336.0
7,87,10.0,200.0,64.0,116.0
2,213,11.0,19.0,55.0,113.0
3,292,21.0,123.0,91.0,396.0
2,290,19.0,213.0,127.0,27.0
7,244,17.0,353.0,109.0,54.0
3,81,17.0,367.0,53.0,36.0
2,82,10.0,251.0,44.0,96.0
7,81,16.0,42.0,40.0,15.0
5,87,23.0,311.0,121.0,37.0
7,398,18.0,228.0,107.0,83.0
5,72,20.0,23.0,97.0,353.0
7,37,20.0,258.0,45.0,390.0
5,93,11.0,294.0,16.0,112.0
3,397,12.0,374.0,61.0,329.0
7,305,8.0,201.0,34.0,243.0
6,244,12.0,255.0,52.0,148.0
5,128,20.0,181.0,90.0,311.0
3,98,23.0,149.0,80.0,261.0
6,212,16.0,150.0,73.0,296.0
6,376,5.0,77.0,102.0,245.0
6,315,20.0,78.0,112.0,21.0
4,366,23.0,204.0,93.0,264.0
3,295,4.0,253.0,31.0,380.0
5,77,16.0,115.0,105.0,19.0
7,79,17.0,146.0,18.0,245.0
7,377,18.0,226.0,31.0,214.0
1,131,9.0,297.0,125.0,38.0
7,357,16.0,154.0,69.0,194.0
6,26,23.0,117.0,57.0,378.0
7,395,22.0,166.0,42.0,316.0
4,294,18.0,339.0,78.0,112.0
7,356,9.0,241.0,97.0,121.0
5,95,22.0,241.0,96.0,398.0
2,235,9.0,245.0,83.0,178.0
3,34,22.0,140.0,26.0,283.0
1,342,14.0,357.0,38.0,78.0
2,83,20.0,69.0,118.0,90.0
7,139,23.0,159.0,61.0,81.0
3,66,10.0,355.0,96.0,93.0
3,224,18.0,141.0,33.0,32.0
7,198,9.0,206.0,126.0,320.0
6,342,20.0,290.0,87.0,110.0
5,381,16.0,50.0,99.0,390.0
5,315,23.0,301.0,97.0,42.0
4,391,23.0,169.0,81.0,312.0
1,349,14.0,206.0,29.0,357.0
1,191,7.0,204.0,113.0,198.0
1,183,21.0,325.0,108.0,121.0
4,291,13.0,264.0,95.0,53.0
7,322,11.0,376.0,117.0,53.0
7,157,12.0,371.0,89.0,272.0
1,241,11.0,275.0,94.0,385.0
4,28,14.0,161.0,68.0,308.0
4,272,4.0,224.0,56.0,312.0
3,190,10.0,398.0,60.0,102.0
7,311,9.0,395.0,83.0,190.0
7,220,4.0,88.0,41.0,336.0
2,147,20.0,120.0,58.0,217.0
3,266,11.0,202.0,48.0,298.0
4,325,6.0,57.0,69.0,108.0
3,183,8.0,279.0,86.0,198.0
7,244,17.0,250.0,31.0,201.0
4,365,20.0,344.0,90.0,230.0
5,274,4.0,345.0,72.0,201.0
4,301,9.0,130.0,96.0,140.0
7,307,21.0,224.0,55.0,383.0
7,285,7.0,186.0,70.0,108.0
7,204,14.0,298.0,21.0,53.0
3,269,21.0,232.0,49.0,228.0
1,258,19.0,219.0,56.0,92.0
5,218,11.0,250.0,86.0,235.0
1,169,12.0,343.0,47.0,131.0
6,190,18.0,295.0,91.0,382.0
1,240,13.0,332.0,22.0,274.0
1,18,21.0,161.0,76.0,348.0
1,396,12.0,119.0,68.0,339.0
7,369,13.0,137.0,35.0,18.0
7,390,10.0,50.0,63.0,298.0
3,272,23.0,65.0,37.0,384.0
3,288,13.0,283.0,92.0,332.0
1,273,17.0,200.0,84.0,33.0
7,274,13.0,172.0,63.0,67.0
3,194,9.0,55.0,54.0,81.0
3,173,19.0,64.0,90.0,87.0
7,180,23.0,139.0,85.0,264.0
3,65,4.0,326.0,52.0,56.0
6,181,10.0,91.0,34.0,49.0
1,309,10.0,61.0,28.0,95.0
2,92,10.0,119.0,26.0,358.0
6,284,5.0,106.0,94.0,94.0
1,11,19.0,146.0,58.0,82.0
6,174,6.0,312.0,104.0,37.0
5,68,8.0,43.0,102.0,103.0
5,82,9.0,390.0,114.0,121.0
4,333,18.0,127.0,98.0,237.0
3,18,7.0,272.0,58.0,62.0
3,184,12.0,359.0,25.0,203.0
2,392,22.0,158.0,121.0,287.0
2,390,6.0,99.0,62.0,111.0
4,16,7.0,79.0,46.0,233.0
2,105,5.0,300.0,51.0,221.0
5,329,10.0,233.0,76.0,236.0
6,165,18.0,254.0,38.0,264.0
7,182,13.0,381.0,66.0,35.0
3,268,17.0,266.0,31.0,366.0
1,243,9.0,212.0,39.0,124.0
3,287,7.0,391.0,49.0,94.0
4,271,4.0,71.0,60.0,210.0
7,265,13.0,129.0,38.0,91.0
4,241,5.0,278.0,103.0,398.0
1,124,20.0,253.0,48.0,114.0
5,300,4.0,238.0,36.0,109.0
7,114,16.0,314.0,79.0,143.0
6,230,4.0,282.0,27.0,278.0
6,258,14.0,123.0,101.0,392.0
3,341,14.0,252.0,51.0,343.0
1,258,23.0,192.0,68.0,391.0
7,39,19.0,372.0,91.0,320.0
3,358,20.0,382.0,37.0,161.0
5,212,5.0,353.0,39.0,86.0
6,207,15.0,81.0,25.0,270.0
6,318,13.0,169.0,70.0,167.0
7,157,10.0,280.0,96.0,103.0
4,131,12.0,114.0,71.0,166.0
7,213,20.0,60.0,107.0,145.0
6,52,23.0,42.0,47.0,372.0
4,222,13.0,297.0,120.0,364.0
4,341,10.0,222.0,104.0,69.0
4,315,14.0,151.0,117.0,75.0
4,305,7.0,280.0,37.0,42.0
4,116,19.0,120.0,35.0,149.0
3,67,17.0,203.0,67.0,180.0
7,335,8.0,11.0,29.0,353.0
4,335,19.0,380.0,22.0,111.0
6,240,17.0,200.0,78.0,324.0
1,236,20.0,309.0,82.0,82.0
4,275,6.0,144.0,27.0,205.0
5,35,5.0,93.0,112.0,176.0
7,91,7.0,203.0,92.0,111.0
2,201,16.0,221.0,77.0,94.0
7,99,8.0,51.0,70.0,224.0
7,240,21.0,282.0,74.0,215.0
6,249,23.0,206.0,126.0,306.0
1,325,15.0,148.0,56.0,241.0
1,302,21.0,215.0,60.0,301.0
6,212,7.0,311.0,25.0,105.0
2,296,6.0,357.0,98.0,39.0
3,263,17.0,337.0,31.0,376.0
6,211,21.0,17.0,105.0,360.0
4,380,19.0,158.0,74.0,339.0
7,390,19.0,60.0,71.0,173.0
2,163,14.0,260.0,45.0,32.0
3,399,16.0,389.0,52.0,118.0
3,300,13.0,318.0,64.0,62.0
7,355,17.0,90.0,39.0,96.0
4,121,22.0,64.0,117.0,276.0
5,43,11.0,276.0,86.0,100.0
6,279,20.0,52.0,74.0,100.0
1,292,18.0,119.0,112.0,14.0
7,22,14.0,202.0,23.0,60.0
4,245,19.0,334.0,97.0,164.0
7,174,15.0,12.0,93.0,139.0
7,174,13.0,79.0,121.0,247.0
2,21,5.0,299.0,104.0,60.0
6,295,10.0,326.0,114.0,55.0
6,283,7.0,261.0,19.0,365.0
7,377,13.0,374.0,93.0,149.0
5,311,15.0,223.0,39.0,311.0
6,190,23.0,292.0,121.0,248.0
6,73,18.0,192.0,119.0,212.0
3,105,17.0,50.0,119.0,290.0
7,365,22.0,108.0,19.0,219.0
5,59,9.0,142.0,75.0,393.0
2,28,5.0,253.0,75.0,252.0
4,226,14.0,144.0,37.0,325.0
5,384,12.0,62.0,49.0,393.0
1,279,17.0,69.0,43.0,349.0
3,134,22.0,167.0,26.0,366.0
5,357,20.0,229.0,64.0,83.0
4,280,20.0,293.0,123.0,224.0
6,318,17.0,152.0,121.0,265.0
3,112,6.0,175.0,64.0,150.0
6,151,19.0,232.0,39.0,187.0
